Relative Pressure (p/p°)	Absolute Pressure (mmHg)	Quantity Adsorbed (cm³/g STP)	
0.0105075576475485	8.04105091094971	11.8611241206263	
0.0331917364071295	25.3991680145264	14.0104411605089	
0.0636017932737382	48.6679153442383	15.593029365653	
0.0789145984927772	60.3837356567383	16.2420882874936	
0.10003662109375	76.5441818237305	17.0410800444083	
0.120029907226562	91.8397674560547	17.7378360169068	
0.140101688777071	107.194801330566	18.4127468013446	
0.160098266601563	122.491790771484	19.0665991480321	
0.180143232908631	137.824615478516	19.7011035487877	
0.20019998182662	153.165908813477	20.3346890883833	
0.248537217153008	190.142303466797	21.831814182793	
0.300903312217551	230.19905090332	23.494291132932	
0.351008338373526	268.520751953125	25.1142821934312	
0.400848104551209	306.636688232422	26.8438044931414	
0.451383792404393	345.286407470703	28.6803853354781	
0.500995187701888	383.222442626953	30.6705898586535	
0.551514993133021	421.850494384766	32.8645845079134	
0.601378819650612	459.973937988281	35.2769537384528	
0.651442026386506	498.247039794922	38.0411760377961	
0.701509108036173	536.513610839844	41.2652760298234	
0.751467943218091	574.693603515625	45.1453846313004	
0.80102000326437	612.551147460938	50.0499755670608	
0.823114486838652	629.423706054688	52.6334853734258	
0.850675522545572	650.458923339844	56.7477202123936	
0.876236470501727	669.962280273438	61.6355547572683	
0.900856401122346	688.735229492188	67.8172253754653	
0.925261047865246	707.33203125	76.2567308749837	
0.949606681517744	725.862487792969	88.513147035496	
0.970521168568793	741.775573730469	103.639302225193	
0.979039909545748	748.221557617188	112.735540617601	
0.986292377734281	753.736145019531	121.982637688888	
0.991106669805965	757.415283203125	129.882843026706	
0.980593321025324	749.380859375	127.208872605406	
0.974067163523481	744.393493652344	123.55749386579	
0.954672863905979	729.572143554688	109.638672551104	
0.926880807715518	708.333129882813	94.0488237330992	
0.897065884695952	685.548217773438	83.9008105522561	
0.868727539453411	663.891723632813	77.2990367869123	
0.853911046252154	652.568786621094	74.7136349828359	
0.826653139357059	631.737976074219	70.6286313655096	
0.798858767028804	610.497192382813	67.4308117992074	
0.750728225669132	573.715270996094	62.8484664395566	
0.699029314637256	534.206359863281	58.9008772942222	
0.650263153186798	496.938690185547	55.7026491209361	
0.59975142250794	458.337036132813	52.6713386542732	
0.549362327331927	419.8291015625	49.8841291622572	
0.500110775280005	382.190490722656	47.1371126863864	
0.448238393514047	342.549011230469	30.1013748885226	
0.39267516630668	300.086944580078	26.7923834755892	
0.337997342671149	258.301513671875	24.8102688034565	
0.303692626471506	232.08544921875	23.6485918547793	
0.249542462952178	190.703262329102	21.8964300513653	
0.199695623553812	152.609725952148	20.3231786356912	
0.139904855854765	106.916923522949	18.4114651127567	
