time/s	<Ewe/V>	I/mA	
3,886523901818146E+002	7,0885253E-001	1,9775338E+000
3,887523901792883E+002	7,0897776E-001	1,9946904E+000
3,888523901767621E+002	7,0918983E-001	1,9908779E+000
3,889523901742359E+002	7,0911038E-001	1,9991385E+000
3,890523901717097E+002	7,0880198E-001	1,9908779E+000
3,891523901691835E+002	7,0904094E-001	1,9921488E+000
3,892523901666573E+002	7,0916104E-001	1,9826171E+000
3,893523901641311E+002	7,0879608E-001	1,9946904E+000
3,894523901616049E+002	7,0922232E-001	1,9934196E+000
3,895523901590786E+002	7,0930731E-001	1,9908779E+000
3,896523901565524E+002	7,0916164E-001	1,9927841E+000
3,897523901540262E+002	7,0879459E-001	1,9908779E+000
3,898523901515000E+002	7,0903867E-001	1,9972322E+000
3,899523901489738E+002	7,0891315E-001	1,9953259E+000
3,900523901464476E+002	7,0903844E-001	1,9934196E+000
3,901523901439214E+002	7,0883507E-001	1,9985032E+000
3,902523901413952E+002	7,0926350E-001	1,9908779E+000
3,903523901388689E+002	7,0907420E-001	1,9927841E+000
3,904523901363427E+002	7,0905215E-001	1,9965969E+000
3,905523901338165E+002	7,0900315E-001	1,9940550E+000
3,906523901312903E+002	7,0887023E-001	1,9870653E+000
3,907523901287641E+002	7,0880949E-001	1,9902425E+000
3,908523901262379E+002	7,0888990E-001	1,9921488E+000
3,909523901237117E+002	7,0911169E-001	1,9953259E+000
3,910523901211855E+002	7,0919096E-001	1,9908779E+000
3,911523901186592E+002	7,0889640E-001	1,9959613E+000
3,912523901161330E+002	7,0941418E-001	1,9857944E+000
3,913523901136068E+002	7,0898569E-001	1,9870653E+000
3,914523901110806E+002	7,0903587E-001	1,9889716E+000
3,915523901085544E+002	7,0920998E-001	1,9972322E+000
3,916523901060282E+002	7,0905000E-001	1,9927841E+000
3,917523901035020E+002	7,0902115E-001	1,9953259E+000
3,918523901009758E+002	7,0872223E-001	1,9864298E+000
3,919523900984495E+002	7,0924038E-001	1,9934196E+000
3,920523900959233E+002	7,0905906E-001	1,9985032E+000
3,921523900933971E+002	7,0890856E-001	1,9934196E+000
3,922523900908709E+002	7,0915461E-001	1,9934196E+000
3,923523900883447E+002	7,0911360E-001	2,0029511E+000
3,924523900858185E+002	7,0908362E-001	1,9845235E+000
3,925523900832923E+002	7,0898777E-001	1,9972322E+000
3,926523900807661E+002	7,0904893E-001	1,9946904E+000
3,927523900782398E+002	7,0902902E-001	1,9927841E+000
3,928523900757136E+002	7,0857120E-001	1,9934196E+000
3,929523900731874E+002	7,0883262E-001	1,9921488E+000
3,930523900706612E+002	7,0894665E-001	1,9870653E+000
3,931523900681350E+002	7,0901126E-001	1,9927841E+000
3,932523900656088E+002	7,0936626E-001	1,9870653E+000
3,933523900630826E+002	7,0925307E-001	1,9959613E+000
3,934523900605564E+002	7,0873928E-001	1,9940550E+000
3,935523900580301E+002	7,0910704E-001	1,9921488E+000
3,936523900555039E+002	7,0898616E-001	1,9908779E+000
3,937523900529777E+002	7,0910990E-001	1,9902425E+000
3,938523900504515E+002	7,0886225E-001	1,9940550E+000
3,939523900479253E+002	7,0894176E-001	1,9959613E+000
3,940523900453991E+002	7,0896983E-001	1,9902425E+000
3,941523900428729E+002	7,0887768E-001	1,9908779E+000
3,942523900403467E+002	7,0888841E-001	1,9978676E+000
3,943523900378204E+002	7,0915717E-001	1,9864298E+000
3,944523900352942E+002	7,0920634E-001	1,9972322E+000
3,945523900327680E+002	7,0893693E-001	1,9915133E+000
3,946523900302418E+002	7,0917702E-001	1,9991385E+000
3,947523900277156E+002	7,0899814E-001	1,9946904E+000
3,948523900251894E+002	7,0896965E-001	1,9921488E+000
3,949523900226632E+002	7,0890844E-001	1,9883362E+000
3,950523900201370E+002	7,0909709E-001	1,9985032E+000
3,951523900176107E+002	7,0922124E-001	1,9902425E+000
3,952523900150845E+002	7,0912045E-001	2,0048575E+000
3,953523900125583E+002	7,0912117E-001	1,9889716E+000
3,954523900100321E+002	7,0916516E-001	1,9921488E+000
3,955523900075059E+002	7,0904607E-001	1,9934196E+000
3,956523900049797E+002	7,0897764E-001	1,9864298E+000
3,957523900024535E+002	7,0917183E-001	1,9889716E+000
3,958523899999273E+002	7,0877653E-001	1,9972322E+000
3,959523899974010E+002	7,0913905E-001	1,9870653E+000
3,960523899948748E+002	7,0929402E-001	1,9832528E+000
3,961523899923486E+002	7,0875961E-001	1,9889716E+000
3,962523899898224E+002	7,0894951E-001	1,9946904E+000
3,963523899872962E+002	7,0908856E-001	1,9927841E+000
3,964523899847700E+002	7,0899278E-001	1,9921488E+000
3,965523899822438E+002	7,0910108E-001	1,9997739E+000
3,966523899797176E+002	7,0898557E-001	1,9864298E+000
3,967523899771913E+002	7,0893854E-001	1,9908779E+000
3,968523899746651E+002	7,0890039E-001	1,9946904E+000
3,969523899721389E+002	7,0906264E-001	1,9915133E+000
3,970523899696127E+002	7,0911014E-001	1,9985032E+000
3,971523899670865E+002	7,0928299E-001	1,9864298E+000
3,972523899645603E+002	7,0897710E-001	1,9959613E+000
3,973523899620341E+002	7,0919049E-001	1,9927841E+000
3,974523899595079E+002	7,0927328E-001	1,9953259E+000
3,975523899569816E+002	7,0874763E-001	1,9997739E+000
3,976523899544554E+002	7,0904851E-001	1,9953259E+000
3,977523899519292E+002	7,0872408E-001	1,9851590E+000
3,978523899494030E+002	7,0899552E-001	1,9972322E+000
3,979523899468768E+002	7,0913929E-001	1,9902425E+000
3,980523899443506E+002	7,0895457E-001	1,9997739E+000
3,981523899418244E+002	7,0904219E-001	1,9927841E+000
3,982523899392982E+002	7,0907885E-001	1,9889716E+000
3,983523899367719E+002	7,0898420E-001	1,9927841E+000
3,984523899342457E+002	7,0908183E-001	2,0042222E+000
3,985523899317195E+002	7,0905006E-001	1,9902425E+000
3,986523899291933E+002	7,0899874E-001	1,9946904E+000
3,987523899266671E+002	7,0899695E-001	1,9889716E+000
3,988523899241409E+002	7,0913154E-001	1,9864298E+000
3,989523899216147E+002	7,0920110E-001	2,0004094E+000
3,990523899190885E+002	7,0903111E-001	1,9946904E+000
3,991523899165622E+002	7,0902133E-001	1,9902425E+000
3,992523899140360E+002	7,0937610E-001	1,9870653E+000
3,993523899115098E+002	7,0914847E-001	1,9927841E+000
3,994523899089836E+002	7,0922631E-001	1,9985032E+000
3,995523899064574E+002	7,0913476E-001	1,9965969E+000
3,996523899039312E+002	7,0887583E-001	2,0035865E+000
3,997523899014050E+002	7,0924932E-001	1,9991385E+000
3,998523898988788E+002	7,0915455E-001	1,9908779E+000
3,999523898963525E+002	7,0905519E-001	2,0048575E+000
4,000523898938263E+002	7,0905864E-001	1,9953259E+000
4,001523898913001E+002	7,0919883E-001	1,9927841E+000
4,002523898887739E+002	7,0889282E-001	2,0004094E+000
4,003523898862477E+002	7,0915419E-001	1,9972322E+000
4,004523898837215E+002	7,0890284E-001	1,9889716E+000
4,005523898811953E+002	7,0905751E-001	1,9870653E+000
4,006523898786691E+002	7,0896536E-001	1,9915133E+000
4,007523898761428E+002	7,0914388E-001	1,9946904E+000
4,008523898736166E+002	7,0901704E-001	1,9959613E+000
4,009523898710904E+002	7,0910364E-001	1,9927841E+000
4,010523898685642E+002	7,0928311E-001	1,9997739E+000
4,011523898660380E+002	7,0905632E-001	1,9877007E+000
4,012523898635118E+002	7,0908940E-001	2,0004094E+000
4,013523898609856E+002	7,0876968E-001	1,9864298E+000
4,014523898584594E+002	7,0906037E-001	1,9934196E+000
4,015523898559331E+002	7,0903265E-001	1,9978676E+000
4,016523898534069E+002	7,0916909E-001	1,9946904E+000
4,017523898508807E+002	7,0888281E-001	1,9953259E+000
4,018523898483545E+002	7,0898438E-001	1,9889716E+000
4,019523898458283E+002	7,0894110E-001	1,9889716E+000
4,020523898433021E+002	7,0895392E-001	1,9896070E+000
4,021523898407759E+002	7,0908755E-001	1,9959613E+000
4,022523898382497E+002	7,0910448E-001	1,9972322E+000
4,023523898357234E+002	7,0897830E-001	1,9921488E+000
4,024523898331972E+002	7,0899069E-001	1,9946904E+000
4,025523898306710E+002	7,0939279E-001	2,0042222E+000
4,026523898281448E+002	7,0892006E-001	1,9896070E+000
4,027523898256186E+002	7,0900196E-001	1,9959613E+000
4,028523898230924E+002	7,0908242E-001	1,9959613E+000
4,029523898205662E+002	7,0895147E-001	1,9946904E+000
4,030523898180400E+002	7,0909697E-001	1,9864298E+000
4,031523898155137E+002	7,0901990E-001	1,9953259E+000
4,032523898129875E+002	7,0911652E-001	1,9934196E+000
4,033523898104613E+002	7,0908594E-001	1,9889716E+000
4,034523898079351E+002	7,0913702E-001	1,9934196E+000
4,035523898054089E+002	7,0894754E-001	1,9915133E+000
4,036523898028827E+002	7,0901793E-001	1,9870653E+000
4,037523898003565E+002	7,0903581E-001	1,9877007E+000
4,038523897978303E+002	7,0943213E-001	1,9889716E+000
4,039523897953040E+002	7,0910108E-001	1,9889716E+000
4,040523897927778E+002	7,0916253E-001	1,9927841E+000
4,041523897902516E+002	7,0887631E-001	1,9940550E+000
4,042523897877254E+002	7,0913541E-001	1,9883362E+000
4,043523897851992E+002	7,0894885E-001	1,9934196E+000
4,044523897826730E+002	7,0877910E-001	1,9921488E+000
4,045523897801468E+002	7,0901579E-001	1,9978676E+000
4,046523897776206E+002	7,0908618E-001	1,9927841E+000
4,047523897750943E+002	7,0914024E-001	1,9927841E+000
4,048523897725681E+002	7,0916396E-001	1,9946904E+000
4,049523897700419E+002	7,0920110E-001	1,9991385E+000
4,050523897675157E+002	7,0909280E-001	1,9946904E+000
4,051523897649895E+002	7,0910895E-001	1,9870653E+000
4,052523897624633E+002	7,0921117E-001	1,9908779E+000
4,053523897599371E+002	7,0895642E-001	1,9934196E+000
4,054523897574109E+002	7,0912451E-001	1,9985032E+000
4,055523897548846E+002	7,0919758E-001	1,9946904E+000
4,056523897523584E+002	7,0905745E-001	1,9934196E+000
4,057523897498322E+002	7,0897430E-001	1,9902425E+000
4,058523897473060E+002	7,0890641E-001	1,9965969E+000
4,059523897447798E+002	7,0902944E-001	1,9883362E+000
4,060523897422536E+002	7,0918447E-001	1,9934196E+000
4,061523897397274E+002	7,0903587E-001	1,9896070E+000
4,062523897372012E+002	7,0910090E-001	1,9883362E+000
4,063523897346749E+002	7,0891446E-001	1,9883362E+000
4,064523897321487E+002	7,0902622E-001	1,9934196E+000
4,065523897296225E+002	7,0880002E-001	1,9934196E+000
4,066523897270963E+002	7,0930970E-001	1,9978676E+000
4,067523897245701E+002	7,0889342E-001	1,9870653E+000
4,068523897220439E+002	7,0884460E-001	2,0010448E+000
4,069523897195177E+002	7,0927227E-001	1,9870653E+000
4,070523897169915E+002	7,0930886E-001	1,9946904E+000
4,071523897144652E+002	7,0898265E-001	1,9921488E+000
4,072523897119390E+002	7,0930248E-001	1,9908779E+000
4,073523897094128E+002	7,0872217E-001	1,9921488E+000
4,074523897068866E+002	7,0914680E-001	1,9921488E+000
4,075523897043604E+002	7,0917010E-001	1,9985032E+000
4,076523897018342E+002	7,0950806E-001	1,9902425E+000
4,077523896993080E+002	7,0902216E-001	1,9946904E+000
4,078523896967818E+002	7,0922315E-001	1,9953259E+000
4,079523896942555E+002	7,0920956E-001	1,9946904E+000
4,080523896917293E+002	7,0894259E-001	1,9902425E+000
4,081523896892031E+002	7,0903522E-001	1,9896070E+000
4,082523896866769E+002	7,0896423E-001	1,9972322E+000
4,083523896841507E+002	7,0893794E-001	1,9946904E+000
4,084523896816245E+002	7,0918685E-001	1,9908779E+000
4,085523896790983E+002	7,0895731E-001	1,9902425E+000
4,086523896765721E+002	7,0882457E-001	1,9908779E+000
4,087523896740458E+002	7,0932412E-001	1,9883362E+000
4,088523896715196E+002	7,0937347E-001	1,9908779E+000
4,089523896689934E+002	7,0905691E-001	1,9934196E+000
4,090523896664672E+002	7,0910269E-001	1,9908779E+000
4,091523896639410E+002	7,0905596E-001	1,9883362E+000
4,092523896614148E+002	7,0936894E-001	1,9927841E+000
4,093523896588886E+002	7,0916551E-001	1,9883362E+000
4,094523896563624E+002	7,0906734E-001	1,9915133E+000
4,095523896538361E+002	7,0923752E-001	1,9851590E+000
4,096523896513099E+002	7,0889527E-001	1,9915133E+000
4,097523896487837E+002	7,0921248E-001	1,9877007E+000
4,098523896462575E+002	7,0898932E-001	1,9959613E+000
4,099523896437313E+002	7,0914388E-001	1,9915133E+000
4,100523896412051E+002	7,0924556E-001	1,9927841E+000
4,101523896386789E+002	7,0906907E-001	1,9857944E+000
4,102523896361527E+002	7,0889562E-001	1,9953259E+000
4,103523896336264E+002	7,0879370E-001	1,9857944E+000
4,104523896311002E+002	7,0920461E-001	1,9908779E+000
4,105523896285740E+002	7,0921916E-001	1,9940550E+000
4,106523896260478E+002	7,0909321E-001	1,9927841E+000
4,107523896235216E+002	7,0914960E-001	1,9965969E+000
4,108523896209954E+002	7,0915341E-001	1,9927841E+000
4,109523896184692E+002	7,0915020E-001	1,9940550E+000
4,110523896159430E+002	7,0930803E-001	1,9934196E+000
4,111523896134167E+002	7,0926088E-001	1,9927841E+000
4,112523896108905E+002	7,0898491E-001	1,9959613E+000
4,113523896083643E+002	7,0914328E-001	1,9965969E+000
4,114523896058381E+002	7,0892704E-001	1,9877007E+000
4,115523896033119E+002	7,0904082E-001	1,9908779E+000
4,116523896007857E+002	7,0910490E-001	1,9864298E+000
4,117523895982595E+002	7,0906746E-001	1,9857944E+000
4,118523895957333E+002	7,0926505E-001	1,9921488E+000
4,119523895932070E+002	7,0895708E-001	1,9934196E+000
4,120523895906808E+002	7,0915306E-001	1,9870653E+000
4,121523895881546E+002	7,0910090E-001	1,9927841E+000
4,122523895856284E+002	7,0912492E-001	1,9877007E+000
4,123523895831022E+002	7,0940793E-001	1,9927841E+000
4,124523895805760E+002	7,0882863E-001	1,9807107E+000
4,125523895780498E+002	7,0911026E-001	1,9997739E+000
4,126523895755236E+002	7,0908189E-001	1,9953259E+000
4,127523895729973E+002	7,0899755E-001	1,9940550E+000
4,128523895704711E+002	7,0915401E-001	1,9946904E+000
4,129523895679449E+002	7,0915198E-001	1,9972322E+000
4,130523895654187E+002	7,0898557E-001	1,9934196E+000
4,131523895628925E+002	7,0920974E-001	1,9915133E+000
4,132523895603663E+002	7,0893806E-001	1,9959613E+000
4,133523895578401E+002	7,0889783E-001	1,9908779E+000
4,134523895553139E+002	7,0931184E-001	1,9940550E+000
4,135523895527876E+002	7,0885962E-001	1,9953259E+000
4,136523895502614E+002	7,0907062E-001	1,9921488E+000
4,137523895477352E+002	7,0904893E-001	1,9965969E+000
4,138523895452090E+002	7,0904595E-001	1,9902425E+000
4,139523895426828E+002	7,0914948E-001	1,9927841E+000
4,140523895401566E+002	7,0884359E-001	1,9997739E+000
4,141523895376304E+002	7,0875686E-001	1,9997739E+000
4,142523895351042E+002	7,0950401E-001	1,9940550E+000
4,143523895325779E+002	7,0920229E-001	1,9959613E+000
4,144523895300517E+002	7,0899504E-001	1,9870653E+000
4,145523895275255E+002	7,0938486E-001	2,0004094E+000
4,146523895249993E+002	7,0914549E-001	1,9851590E+000
4,147523895224731E+002	7,0910919E-001	1,9959613E+000
4,148523895199469E+002	7,0922506E-001	1,9959613E+000
4,149523895174207E+002	7,0925105E-001	1,9953259E+000
4,150523895148945E+002	7,0931822E-001	1,9857944E+000
4,151523895123682E+002	7,0906818E-001	1,9921488E+000
4,152523895098420E+002	7,0911592E-001	1,9896070E+000
4,153523895073158E+002	7,0918339E-001	2,0004094E+000
4,154523895047896E+002	7,0913649E-001	1,9870653E+000
4,155523895022634E+002	7,0895153E-001	1,9965969E+000
4,156523894997372E+002	7,0904350E-001	1,9864298E+000
4,157523894972110E+002	7,0916903E-001	1,9915133E+000
4,158523894946848E+002	7,0907521E-001	1,9940550E+000
4,159523894921585E+002	7,0917827E-001	1,9883362E+000
4,160523894896323E+002	7,0916158E-001	1,9921488E+000
4,161523894871061E+002	7,0903432E-001	2,0016801E+000
4,162523894845799E+002	7,0920396E-001	1,9902425E+000
4,163523894820537E+002	7,0899606E-001	1,9978676E+000
4,164523894795275E+002	7,0918745E-001	1,9965969E+000
4,165523894770013E+002	7,0918459E-001	1,9953259E+000
4,166523894744751E+002	7,0908004E-001	1,9965969E+000
4,167523894719488E+002	7,0900106E-001	1,9921488E+000
4,168523894694226E+002	7,0931298E-001	1,9896070E+000
4,169523894668964E+002	7,0894867E-001	1,9921488E+000
4,170523894643702E+002	7,0903802E-001	1,9915133E+000
4,171523894618440E+002	7,0904756E-001	1,9972322E+000
4,172523894593178E+002	7,0885634E-001	2,0016801E+000
4,173523894567916E+002	7,0901340E-001	1,9997739E+000
4,174523894542654E+002	7,0909721E-001	1,9921488E+000
4,175523894517391E+002	7,0927578E-001	1,9978676E+000
4,176523894492129E+002	7,0914149E-001	1,9877007E+000
4,177523894466867E+002	7,0926899E-001	1,9959613E+000
4,178523894441605E+002	7,0913887E-001	1,9953259E+000
4,179523894416343E+002	7,0898157E-001	1,9953259E+000
4,180523894391081E+002	7,0904315E-001	1,9978676E+000
4,181523894365819E+002	7,0893800E-001	1,9826171E+000
4,182523894340557E+002	7,0913357E-001	1,9972322E+000
4,183523894315294E+002	7,0893472E-001	1,9959613E+000
4,184523894290032E+002	7,0884395E-001	1,9921488E+000
4,185523894264770E+002	7,0916015E-001	1,9927841E+000
4,186523894239508E+002	7,0911896E-001	1,9959613E+000
4,187523894214246E+002	7,0929307E-001	1,9921488E+000
4,188523894188984E+002	7,0920491E-001	1,9934196E+000
4,189523894163722E+002	7,0902407E-001	1,9902425E+000
4,190523894138460E+002	7,0909679E-001	1,9953259E+000
4,191523894113197E+002	7,0908308E-001	1,9889716E+000
4,192523894087935E+002	7,0895535E-001	1,9953259E+000
4,193523894062673E+002	7,0900959E-001	1,9940550E+000
4,194523894037411E+002	7,0924449E-001	1,9953259E+000
4,195523894012149E+002	7,0854074E-001	1,9978676E+000
4,196523893986887E+002	7,0893753E-001	1,9915133E+000
4,197523893961625E+002	7,0929301E-001	1,9978676E+000
4,198523893936363E+002	7,0920593E-001	1,9915133E+000
4,199523893911100E+002	7,0918202E-001	1,9946904E+000
4,200523893885838E+002	7,0897079E-001	1,9946904E+000
4,201523893860576E+002	7,0905799E-001	1,9908779E+000
4,202523893835314E+002	7,0900893E-001	1,9965969E+000
4,203523893810052E+002	7,0912802E-001	2,0016801E+000
4,204523893784790E+002	7,0892930E-001	1,9908779E+000
4,205523893759528E+002	7,0911217E-001	1,9997739E+000
4,206523893734266E+002	7,0922923E-001	1,9896070E+000
4,207523893709003E+002	7,0930582E-001	1,9997739E+000
4,208523893683741E+002	7,0908892E-001	1,9877007E+000
4,209523893658479E+002	7,0892292E-001	1,9851590E+000
4,210523893633217E+002	7,0904267E-001	1,9927841E+000
4,211523893607955E+002	7,0903850E-001	1,9934196E+000
4,212523893582693E+002	7,0899010E-001	1,9978676E+000
4,213523893557431E+002	7,0905066E-001	1,9972322E+000
4,214523893532169E+002	7,0918083E-001	1,9857944E+000
4,215523893506906E+002	7,0907611E-001	1,9978676E+000
4,216523893481644E+002	7,0898050E-001	1,9889716E+000
4,217523893456382E+002	7,0920306E-001	1,9946904E+000
4,218523893431120E+002	7,0905471E-001	1,9896070E+000
4,219523893405858E+002	7,0894778E-001	1,9940550E+000
4,220523893380596E+002	7,0904517E-001	2,0023158E+000
4,221523893355334E+002	7,0876348E-001	1,9985032E+000
4,222523893330072E+002	7,0899349E-001	1,9857944E+000
4,223523893304809E+002	7,0914274E-001	1,9883362E+000
4,224523893279547E+002	7,0894283E-001	1,9965969E+000
4,225523893254285E+002	7,0899850E-001	1,9934196E+000
4,226523893229023E+002	7,0930552E-001	1,9997739E+000
4,227523893203761E+002	7,0908594E-001	1,9889716E+000
4,228523893178499E+002	7,0886773E-001	1,9978676E+000
4,229523893153237E+002	7,0938843E-001	1,9927841E+000
4,230523893127975E+002	7,0896441E-001	1,9953259E+000
4,231523893102712E+002	7,0895857E-001	1,9800756E+000
4,232523893077450E+002	7,0910358E-001	1,9934196E+000
4,233523893052188E+002	7,0907593E-001	1,9978676E+000
4,234523893026926E+002	7,0924842E-001	1,9978676E+000
4,235523893001664E+002	7,0914894E-001	1,9991385E+000
4,236523892976402E+002	7,0876437E-001	1,9927841E+000
4,237523892951140E+002	7,0911932E-001	1,9934196E+000
4,238523892925878E+002	7,0911711E-001	1,9889716E+000
4,239523892900615E+002	7,0904112E-001	1,9972322E+000
4,240523892875353E+002	7,0907599E-001	1,9953259E+000
4,241523892850091E+002	7,0931274E-001	1,9883362E+000
4,242523892824829E+002	7,0885438E-001	1,9953259E+000
4,243523892799567E+002	7,0916462E-001	1,9997739E+000
4,244523892774305E+002	7,0879936E-001	2,0010448E+000
4,245523892749043E+002	7,0901066E-001	1,9870653E+000
4,246523892723781E+002	7,0907623E-001	1,9953259E+000
4,247523892698518E+002	7,0880777E-001	1,9959613E+000
4,248523892673256E+002	7,0919502E-001	1,9915133E+000
4,249523892647994E+002	7,0882750E-001	1,9946904E+000
4,250523892622732E+002	7,0891523E-001	1,9972322E+000
4,251523892597470E+002	7,0893925E-001	1,9953259E+000
4,252523892572208E+002	7,0921606E-001	1,9940550E+000
4,253523892546946E+002	7,0915753E-001	1,9851590E+000
4,254523892521684E+002	7,0913535E-001	1,9889716E+000
4,255523892496421E+002	7,0911151E-001	1,9991385E+000
4,256523892471159E+002	7,0889521E-001	1,9972322E+000
4,257523892445897E+002	7,0900685E-001	1,9864298E+000
4,258523892420635E+002	7,0906895E-001	1,9889716E+000
4,259523892395373E+002	7,0907140E-001	1,9908779E+000
4,260523892370111E+002	7,0929378E-001	1,9870653E+000
4,261523892344849E+002	7,0911074E-001	1,9896070E+000
4,262523892319587E+002	7,0910454E-001	1,9896070E+000
4,263523892294324E+002	7,0919907E-001	2,0010448E+000
4,264523892269062E+002	7,0893788E-001	1,9896070E+000
4,265523892243800E+002	7,0900810E-001	1,9915133E+000
4,266523892218538E+002	7,0923603E-001	2,0004094E+000
4,267523892193276E+002	7,0907897E-001	1,9940550E+000
4,268523892168014E+002	7,0915776E-001	1,9959613E+000
4,269523892142752E+002	7,0931989E-001	1,9921488E+000
4,270523892117490E+002	7,0896554E-001	1,9940550E+000
4,271523892092227E+002	7,0896578E-001	1,9908779E+000
4,272523892066965E+002	7,0909292E-001	1,9934196E+000
4,273523892041703E+002	7,0880181E-001	1,9972322E+000
4,274523892016441E+002	7,0911270E-001	1,9927841E+000
4,275523891991179E+002	7,0895410E-001	1,9946904E+000
4,276523891965917E+002	7,0917821E-001	1,9927841E+000
4,277523891940655E+002	7,0917219E-001	1,9965969E+000
4,278523891915393E+002	7,0905477E-001	1,9908779E+000
4,279523891890130E+002	7,0917034E-001	1,9965969E+000
4,280523891864868E+002	7,0923907E-001	1,9927841E+000
4,281523891839606E+002	7,0908558E-001	1,9965969E+000
4,282523891814344E+002	7,0905185E-001	1,9883362E+000
4,283523891789082E+002	7,0938772E-001	1,9953259E+000
4,284523891763820E+002	7,0932847E-001	1,9870653E+000
4,285523891738558E+002	7,0931190E-001	1,9813464E+000
4,286523891713296E+002	7,0918375E-001	1,9826171E+000
4,287523891688033E+002	7,0920777E-001	1,9940550E+000
4,288523891662771E+002	7,0899010E-001	1,9921488E+000
4,289523891637509E+002	7,0929807E-001	1,9921488E+000
4,290523891612247E+002	7,0895571E-001	1,9953259E+000
4,291523891586985E+002	7,0914996E-001	1,9877007E+000
4,292523891561723E+002	7,0895803E-001	2,0029511E+000
4,293523891536461E+002	7,0917416E-001	1,9927841E+000
4,294523891511199E+002	7,0895278E-001	1,9883362E+000
4,295523891485936E+002	7,0906550E-001	1,9870653E+000
4,296523891460674E+002	7,0907611E-001	1,9915133E+000
4,297523891435412E+002	7,0943522E-001	1,9972322E+000
4,298523891410150E+002	7,0907861E-001	1,9870653E+000
4,299523891384888E+002	7,0905560E-001	1,9864298E+000
4,300523891359626E+002	7,0898050E-001	2,0042222E+000
4,301523891334364E+002	7,0912844E-001	1,9908779E+000
4,302523891309102E+002	7,0892656E-001	1,9896070E+000
4,303523891283839E+002	7,0904231E-001	1,9921488E+000
4,304523891258577E+002	7,0894980E-001	2,0004094E+000
4,305523891233315E+002	7,0901942E-001	1,9896070E+000
4,306523891208053E+002	7,0902902E-001	1,9864298E+000
4,307523891182791E+002	7,0919698E-001	1,9902425E+000
4,308523891157529E+002	7,0900613E-001	1,9921488E+000
4,309523891132267E+002	7,0929199E-001	1,9946904E+000
4,310523891107005E+002	7,0905870E-001	1,9940550E+000
4,311523891081742E+002	7,0889962E-001	1,9972322E+000
4,312523891056480E+002	7,0900619E-001	1,9927841E+000
4,313523891031218E+002	7,0929486E-001	1,9851590E+000
4,314523891005956E+002	7,0920485E-001	1,9927841E+000
4,315523890980694E+002	7,0890433E-001	2,0016801E+000
4,316523890955432E+002	7,0894134E-001	1,9927841E+000
4,317523890930170E+002	7,0918226E-001	1,9889716E+000
4,318523890904908E+002	7,0906234E-001	1,9934196E+000
4,319523890879645E+002	7,0885414E-001	1,9877007E+000
4,320523890854383E+002	7,0915663E-001	1,9959613E+000
4,321523890829121E+002	7,0894325E-001	1,9946904E+000
4,322523890803859E+002	7,0878410E-001	1,9940550E+000
4,323523890778597E+002	7,0897126E-001	1,9959613E+000
4,324523890753335E+002	7,0888907E-001	1,9908779E+000
4,325523890728073E+002	7,0879954E-001	1,9991385E+000
4,326523890702811E+002	7,0884663E-001	1,9959613E+000
4,327523890677548E+002	7,0900643E-001	1,9934196E+000
4,328523890652286E+002	7,0919853E-001	1,9889716E+000
4,329523890627024E+002	7,0903265E-001	1,9902425E+000
4,330523890601762E+002	7,0906550E-001	1,9877007E+000
4,331523890576500E+002	7,0915025E-001	1,9997739E+000
4,332523890551238E+002	7,0921135E-001	1,9896070E+000
4,333523890525976E+002	7,0904309E-001	1,9908779E+000
4,334523890500714E+002	7,0927632E-001	1,9940550E+000
4,335523890475451E+002	7,0916510E-001	1,9965969E+000
4,336523890450189E+002	7,0915705E-001	1,9908779E+000
4,337523890424927E+002	7,0904815E-001	1,9908779E+000
4,338523890399665E+002	7,0886743E-001	1,9877007E+000
4,339523890374403E+002	7,0903802E-001	1,9953259E+000
4,340523890349141E+002	7,0911980E-001	1,9921488E+000
4,341523890323879E+002	7,0901084E-001	1,9953259E+000
4,342523890298617E+002	7,0889473E-001	1,9915133E+000
4,343523890273354E+002	7,0900947E-001	1,9965969E+000
4,344523890248092E+002	7,0901757E-001	1,9908779E+000
4,345523890222830E+002	7,0903778E-001	1,9902425E+000
4,346523890197568E+002	7,0915216E-001	1,9896070E+000
4,347523890172306E+002	7,0913398E-001	1,9934196E+000
4,348523890147044E+002	7,0891392E-001	1,9813464E+000
4,349523890121782E+002	7,0919484E-001	1,9965969E+000
4,350523890096520E+002	7,0927417E-001	1,9902425E+000
4,351523890071257E+002	7,0913672E-001	1,9940550E+000
4,352523890045995E+002	7,0873439E-001	1,9927841E+000
4,353523890020733E+002	7,0899796E-001	1,9896070E+000
4,354523889995471E+002	7,0936829E-001	1,9940550E+000
4,355523889970209E+002	7,0906228E-001	1,9902425E+000
4,356523889944947E+002	7,0911229E-001	1,9927841E+000
4,357523889919685E+002	7,0902562E-001	1,9972322E+000
4,358523889894423E+002	7,0906490E-001	1,9857944E+000
4,359523889869160E+002	7,0894849E-001	1,9915133E+000
4,360523889843898E+002	7,0915043E-001	1,9991385E+000
4,361523889818636E+002	7,0897812E-001	1,9883362E+000
4,362523889793374E+002	7,0905215E-001	1,9959613E+000
4,363523889768112E+002	7,0903063E-001	1,9896070E+000
4,364523889742850E+002	7,0905024E-001	1,9972322E+000
4,365523889717588E+002	7,0933121E-001	1,9934196E+000
4,366523889692326E+002	7,0924985E-001	1,9946904E+000
4,367523889667063E+002	7,0914930E-001	2,0010448E+000
