Ewe/V	<I>/mA	
4,0561289E-001	6,164229690087186E-004
4,0661108E-001	6,700088787015570E-004
4,0766236E-001	7,329982022373461E-004
4,0860757E-001	7,894057668699243E-004
4,0958455E-001	8,290160872268409E-004
4,1067192E-001	8,540618152340761E-004
4,1168073E-001	9,107357259041122E-004
4,1268530E-001	9,630201633427718E-004
4,1370371E-001	1,009481395521190E-003
4,1466799E-001	1,048174322706198E-003
4,1568249E-001	1,089884681172222E-003
4,1666657E-001	1,144703205754345E-003
4,1770932E-001	1,173942819678360E-003
4,1868320E-001	1,222098349845548E-003
4,1965172E-001	1,274278882002712E-003
4,2067859E-001	1,298836653604625E-003
4,2169595E-001	1,332794926320009E-003
4,2267820E-001	1,391185424120658E-003
4,2367962E-001	1,446841549380202E-003
4,2469269E-001	1,482781350229934E-003
4,2567933E-001	1,551112888961047E-003
4,2667645E-001	1,581806389850143E-003
4,2770013E-001	1,618132277825046E-003
4,2870545E-001	1,673425198421239E-003
4,2964569E-001	1,706413544149930E-003
4,3067145E-001	1,758658911878681E-003
4,3167713E-001	1,796623475007132E-003
4,3268493E-001	1,842009220498004E-003
4,3364817E-001	1,877316674404994E-003
4,3467289E-001	1,946489957865824E-003
4,3565419E-001	1,960272842090535E-003
4,3668950E-001	2,024277607450218E-003
4,3769306E-001	2,050052426287918E-003
4,3867749E-001	2,087235902513946E-003
4,3968639E-001	2,134899099803814E-003
4,4071850E-001	2,179399890533597E-003
4,4168809E-001	2,227257281218316E-003
4,4268438E-001	2,268658720579232E-003
4,4365588E-001	2,309967955520156E-003
4,4464883E-001	2,335266412331234E-003
4,4568524E-001	2,385226516786290E-003
4,4668457E-001	2,429326573739732E-003
4,4768167E-001	2,470938798671461E-003
4,4868949E-001	2,521720199396033E-003
4,4970149E-001	2,563994833481527E-003
4,5069021E-001	2,614593160685316E-003
4,5165130E-001	2,654456010101128E-003
4,5267820E-001	2,695346294983837E-003
4,5369124E-001	2,730024134589878E-003
4,5466825E-001	2,788730272794887E-003
4,5568237E-001	2,831392364824166E-003
4,5669758E-001	2,887890687405840E-003
4,5767251E-001	2,936396388500823E-003
4,5867497E-001	3,000768894666772E-003
4,5967749E-001	3,039854386908635E-003
4,6066615E-001	3,111219298932127E-003
4,6165055E-001	3,148058291397686E-003
4,6268168E-001	3,226747163398512E-003
4,6364596E-001	3,305402515442098E-003
4,6464950E-001	3,379408658831642E-003
4,6569118E-001	3,483560310477141E-003
4,6665975E-001	3,600907032356915E-003
4,6770251E-001	3,696316576184282E-003
4,6864989E-001	3,819287908396821E-003
4,6963850E-001	3,956442803602800E-003
4,7064316E-001	4,100649679119779E-003
4,7164240E-001	4,270262510437616E-003
4,7264063E-001	4,463581723644652E-003
4,7362509E-001	4,646910763070590E-003
4,7464773E-001	4,853653676106746E-003
4,7566822E-001	5,075129752666135E-003
4,7665161E-001	5,332204352982747E-003
4,7768164E-001	5,560350299854022E-003
4,7870108E-001	5,784269947382563E-003
4,7968346E-001	6,023248533678416E-003
4,8069015E-001	6,245465748948659E-003
4,8167670E-001	6,500757478474270E-003
4,8264313E-001	6,760436902073438E-003
4,8364186E-001	7,053492881322204E-003
4,8466823E-001	7,353563140312200E-003
4,8565897E-001	7,686454717683873E-003
4,8666149E-001	8,037737301311076E-003
4,8770532E-001	8,455590160047211E-003
4,8868024E-001	8,865501656663742E-003
4,8967212E-001	9,345859120089908E-003
4,9070635E-001	9,824071212208713E-003
4,9169719E-001	1,036035263737453E-002
4,9268484E-001	1,092891505554580E-002
4,9368727E-001	1,149112711611198E-002
4,9465159E-001	1,211302148288033E-002
4,9569327E-001	1,279625047038913E-002
4,9661174E-001	1,347923381644157E-002
4,9762189E-001	1,417630984880300E-002
4,9868268E-001	1,493788635529270E-002
4,9968413E-001	1,563423847707829E-002
5,0066853E-001	1,635979265771814E-002
5,0171876E-001	1,709922568428027E-002
5,0271380E-001	1,780217727490488E-002
5,0366539E-001	1,850718480736541E-002
5,0468272E-001	1,918948109366231E-002
5,0564373E-001	1,984211929021562E-002
5,0670034E-001	2,042910066600084E-002
5,0765508E-001	2,104560130612629E-002
5,0870633E-001	2,166708543592569E-002
5,0971377E-001	2,230174578218602E-002
5,1065505E-001	2,290730250675344E-002
5,1167983E-001	2,355774577093034E-002
5,1267064E-001	2,419498782866797E-002
5,1363599E-001	2,486110776990152E-002
5,1465964E-001	2,568061967605256E-002
5,1567382E-001	2,647813352494327E-002
5,1664442E-001	2,738807623748740E-002
5,1766604E-001	2,841332849498446E-002
5,1869076E-001	2,944509593332761E-002
5,1967311E-001	3,057095970612145E-002
5,2066922E-001	3,184478706891415E-002
5,2165365E-001	3,319151232904960E-002
5,2265084E-001	3,475125922368494E-002
5,2367860E-001	3,630016635050959E-002
5,2467376E-001	3,801457672892050E-002
5,2563280E-001	3,976119627047309E-002
5,2663207E-001	4,162010917299634E-002
5,2769709E-001	4,355291431361086E-002
5,2866036E-001	4,552285003691268E-002
5,2965331E-001	4,759600223570026E-002
5,3065997E-001	4,971671191491883E-002
5,3166455E-001	5,186305672422364E-002
5,3263730E-001	5,406814225465717E-002
5,3361750E-001	5,655590240693686E-002
5,3466457E-001	5,910697729958203E-002
5,3568083E-001	6,197606844937359E-002
5,3667903E-001	6,516975750924914E-002
5,3767866E-001	6,870545980311626E-002
5,3866702E-001	7,282028931231055E-002
5,3970343E-001	7,758822402855592E-002
5,4069221E-001	8,291906251966996E-002
5,4167867E-001	8,938620476075387E-002
5,4267907E-001	9,651325782549791E-002
5,4372466E-001	1,050292597582869E-001
5,4479539E-001	1,143728315179784E-001
5,4575855E-001	1,237702394567446E-001
5,4676324E-001	1,337783940721415E-001
5,4773706E-001	1,440488965643354E-001
5,4876715E-001	1,545294690444273E-001
5,4980779E-001	1,650316995767086E-001
5,5078155E-001	1,754383388089265E-001
5,5174375E-001	1,855979855415195E-001
5,5276746E-001	1,956425903707138E-001
5,5380917E-001	2,053147593635614E-001
5,5476284E-001	2,146280808733305E-001
5,5576849E-001	2,234739791454068E-001
5,5678046E-001	2,318521390485309E-001
5,5776066E-001	2,397882113963909E-001
5,5876321E-001	2,471972748240168E-001
5,5975294E-001	2,544705958618811E-001
5,6077129E-001	2,611065206166496E-001
5,6175357E-001	2,673567896286495E-001
5,6276774E-001	2,732589797258314E-001
5,6375110E-001	2,786543597667874E-001
5,6472540E-001	2,839104224308491E-001
5,6574863E-001	2,888218856684848E-001
5,6672359E-001	2,933885447359957E-001
5,6774622E-001	2,977097233242088E-001
