C:\EC-lab data\Neethu\2024_10_01_Ni90Fe10_ZrO2\CV_ECSA\CV_ECSA_05_CV_C01.mpr
Ewe/V	<I>/mA
6,970047950744629E-002	-2,962477877736092E-002
6,953077018260956E-002	-1,180578046676754E-003
7,057620584964752E-002	-2,923142580005887E-003
7,163163274526596E-002	-2,536955189255369E-003
7,265406101942062E-002	-1,473139867956974E-003
7,368604838848114E-002	-6,530513146675411E-004
7,469893991947174E-002	2,236252103541975E-005
7,567537575960159E-002	7,288715970927007E-004
7,668825984001160E-002	9,158917521083568E-004
7,770417630672455E-002	1,562424075979667E-003
7,867671549320221E-002	1,722906825968748E-003
7,969785481691360E-002	1,843504116426309E-003
8,071681112051010E-002	2,236897306064831E-003
8,168023079633713E-002	2,306387808775151E-003
8,270136266946793E-002	2,532765254500195E-003
8,368560671806335E-002	2,724972759923816E-003
8,469719439744949E-002	2,933436962352560E-003
8,568882942199707E-002	3,173018259861819E-003
8,666915446519852E-002	3,214270968411169E-003
8,770418167114258E-002	3,350379632758476E-003
9,168144315481186E-002	3,701917156863497E-003
9,570226818323135E-002	4,340192953639591E-003
9,667046368122101E-002	4,386358607751564E-003
9,767857193946838E-002	4,548009520187250E-003
9,864677488803864E-002	4,585057808443802E-003
9,965921938419342E-002	4,742294888439400E-003
1,006920710206032E-001	4,807346060012849E-003
1,016745790839195E-001	4,915741002729512E-003
1,026991903781891E-001	5,017550531730114E-003
1,036990582942963E-001	4,984265153490746E-003
1,046863421797752E-001	5,156191173310544E-003
1,056584492325783E-001	5,212197726161161E-003
1,066765263676643E-001	5,278044519400310E-003
1,076759621500969E-001	5,425875440282238E-003
1,087131574749947E-001	5,333399661884133E-003
1,096891686320305E-001	5,307133333520727E-003
1,106686368584633E-001	5,596426732402304E-003
1,116637140512466E-001	5,592374588972733E-003
1,126818135380745E-001	5,591144842252448E-003
1,136847212910652E-001	5,665674862608605E-003
1,176342293620110E-001	6,351679116336486E-003
1,216723993420601E-001	5,978138727352263E-003
1,226462423801422E-001	6,129867290176443E-003
1,236712783575058E-001	6,288237573740363E-003
1,246676743030548E-001	6,173493200218552E-003
1,256675273180008E-001	6,385719327061633E-003
1,266504824161530E-001	6,388215284625250E-003
1,276525259017944E-001	6,440161461879090E-003
1,286888569593430E-001	6,688757298103493E-003
1,296795904636383E-001	6,458356951622021E-003
1,307280659675598E-001	6,591846654373512E-003
1,316724121570587E-001	6,756764365656473E-003
1,326826810836792E-001	6,562068229207151E-003
1,337246447801590E-001	6,809962043090249E-003
1,346976011991501E-001	6,717804777012650E-003
1,357009559869766E-001	6,769099537037124E-003
1,366418004035950E-001	6,956366055750229E-003
1,376520991325378E-001	6,826225812636227E-003
1,386801600456238E-001	6,920075860183401E-003
1,396904438734055E-001	7,066291527817972E-003
1,406799256801605E-001	6,911213402666115E-003
1,416615545749664E-001	7,101373550871051E-003
1,426883190870285E-001	7,116305790325642E-003
1,436699777841568E-001	7,087815329131525E-003
1,446880698204041E-001	7,226174007221503E-003
1,456883698701859E-001	7,223894762649823E-003
1,466834694147110E-001	7,261776618427335E-003
1,476607620716095E-001	7,182714355952760E-003
1,486953496932983E-001	7,345939133219036E-003
1,496978253126144E-001	7,490476435288496E-003
1,507085412740707E-001	7,464677247960280E-003
1,516841053962708E-001	7,362340312035726E-003
1,526679247617722E-001	7,563598655410314E-003
1,536391526460648E-001	7,480600991336572E-003
1,546741575002670E-001	7,521766897215551E-003
1,556466966867447E-001	7,590179204023384E-003
1,566600352525711E-001	7,529015967520536E-003
1,576403528451920E-001	7,663591110609908E-003
1,586680114269257E-001	7,713446023527387E-003
1,596635282039642E-001	7,771303355845954E-003
1,606560200452805E-001	7,633292049335605E-003
1,616433113813400E-001	7,804315653960323E-003
1,626679152250290E-001	7,860695649386934E-003
1,636473983526230E-001	8,047738283742334E-003
1,646589785814285E-001	7,848657301854661E-003
1,656866222620010E-001	7,961672660712807E-003
1,666565537452698E-001	7,978232984648753E-003
1,676594465970993E-001	7,941067363224807E-003
1,686640977859497E-001	8,181604407334148E-003
1,696574687957764E-001	8,004409061207071E-003
1,706486344337463E-001	8,115086577494046E-003
1,716602444648743E-001	8,229982941470981E-003
1,726666241884232E-001	8,144670089512342E-003
1,736903488636017E-001	8,126757402186019E-003
1,746550649404526E-001	8,157201193501967E-003
1,756770610809326E-001	8,170476958350090E-003
1,766092330217361E-001	8,377639191414987E-003
1,776520758867264E-001	8,226575484927320E-003
1,786415278911591E-001	8,384830596696730E-003
1,796787083148956E-001	8,601056987076444E-003
1,806595027446747E-001	8,266403705916220E-003
1,816884577274323E-001	8,496564558961167E-003
1,826548874378204E-001	8,543403072177533E-003
1,837202906608582E-001	8,420591771110486E-003
1,846767514944077E-001	8,561019677389710E-003
1,856718659400940E-001	8,525590335755791E-003
1,866890937089920E-001	8,496426890071136E-003
1,876811534166336E-001	8,713551213077181E-003
1,886666864156723E-001	8,535690715854687E-003
1,896600723266602E-001	8,720952920984133E-003
1,907137334346771E-001	8,754066581373510E-003
1,916498243808746E-001	8,706968142591462E-003
1,926544606685638E-001	8,810382198796360E-003
1,936821043491364E-001	8,754095776649512E-003
1,946555078029633E-001	8,835928367675078E-003
1,956722885370255E-001	8,975147813130635E-003
1,966821402311325E-001	8,837346905817306E-003
1,976637840270996E-001	9,049522015051187E-003
1,986693143844604E-001	8,915873313526397E-003
1,996982395648956E-001	8,970821460603823E-003
2,006351798772812E-001	9,169576446187100E-003
2,016298621892929E-001	9,009542322845954E-003
2,026449143886566E-001	9,078721648455218E-003
2,036499828100204E-001	9,239927924103240E-003
2,046654820442200E-001	9,041259293140202E-003
2,056631743907928E-001	9,259345539662317E-003
2,066955864429474E-001	9,259903713841208E-003
2,076741904020309E-001	9,176478348887351E-003
2,086771130561829E-001	9,354737535597308E-003
2,096544206142426E-001	9,214620876016238E-003
2,106672972440720E-001	9,324712926586071E-003
2,116537243127823E-001	9,286404284135963E-003
2,127143591642380E-001	9,398934297512984E-003
2,136808186769485E-001	9,504505060828117E-003
2,146416157484055E-001	9,518902540879629E-003
2,156718522310257E-001	9,453788592095863E-003
2,166834622621536E-001	9,564633219104668E-003
2,176364511251450E-001	9,500865944077827E-003
2,186610549688339E-001	9,505814878304446E-003
2,196787297725677E-001	9,705329166949508E-003
